brand,model,year,mileage,fuel_type,transmission,engine_size,horsepower,price
Hyundai,i20,2011,132393,CNG,Automatic,3.5,145,300000
Ford,Endeavour,2022,28098,Petrol,Manual,2.0,98,945000
Tata,Tiago,2023,96723,Petrol,Manual,2.0,211,433000
Audi,Q3,2010,73683,Petrol,Automatic,2.1,126,3750000
Mercedes,S-Class,2014,72540,Diesel,Manual,3.4,301,4437000
Mahindra,XUV300,2010,119591,CNG,Manual,3.0,360,300000
Audi,Q3,2017,64455,Diesel,Automatic,1.1,360,7183000
Ford,Figo,2013,74532,Diesel,Automatic,3.3,418,345000
Audi,A4,2014,116352,Petrol,Automatic,4.0,186,3377000
Ford,Endeavour,2016,108305,Diesel,Manual,3.0,245,300000
Audi,Q5,2011,44155,Diesel,Automatic,3.9,345,5590000
Hyundai,i20,2022,103342,Petrol,Automatic,2.5,344,515000
Mercedes,GLC,2019,140090,Diesel,Automatic,1.7,245,3474000
Maruti,Ertiga,2021,54209,Diesel,Manual,1.8,241,455000
Maruti,Brezza,2019,146173,CNG,Manual,1.8,238,300000
Tata,Harrier,2024,149023,Diesel,Manual,2.3,136,300000
Audi,A4,2019,119339,Diesel,Manual,2.1,280,3065000
Maruti,Ertiga,2024,117887,Diesel,Manual,2.8,344,300000
Mercedes,E-Class,2017,103476,Petrol,Manual,3.4,438,3672000
Mahindra,Scorpio,2023,133859,Petrol,Automatic,1.8,240,407000
Mercedes,C-Class,2014,35437,Petrol,Automatic,3.8,304,7603000
BMW,X1,2019,128847,Diesel,Automatic,2.4,369,4685000
Honda,CR-V,2018,18312,Electric,Manual,3.0,167,1818000
Tata,Safari,2011,33393,Petrol,Automatic,2.4,131,410000
Maruti,Brezza,2019,16688,Diesel,Automatic,3.1,316,805000
Toyota,Civic,2024,84220,Diesel,Manual,3.7,335,724000
BMW,X1,2018,46777,Diesel,Manual,3.7,444,7586000
Maruti,Ertiga,2016,141005,Petrol,Automatic,2.6,448,300000
Maruti,Swift,2023,106480,Petrol,Manual,3.9,205,338000
Hyundai,Verna,2023,107651,Petrol,Manual,3.5,353,513000
Mahindra,XUV700,2011,35895,CNG,Automatic,3.0,426,482000
Maruti,Baleno,2016,98790,Diesel,Manual,1.3,386,300000
BMW,X5,2011,82570,Diesel,Manual,1.1,425,2636000
Ford,EcoSport,2013,136854,Petrol,Automatic,3.4,374,300000
Hyundai,i20,2023,38014,Diesel,Automatic,3.1,356,1228000
Ford,Endeavour,2010,141988,Petrol,Automatic,1.6,174,300000
Tata,Safari,2012,24715,Diesel,Manual,1.9,180,423000
Hyundai,i20,2021,98399,Electric,Automatic,2.2,106,858000
Tata,Tiago,2020,21297,Diesel,Manual,1.2,239,732000
Ford,Figo,2016,118818,Diesel,Manual,1.4,94,300000
Ford,Figo,2015,17974,Petrol,Automatic,3.0,245,783000
Maruti,Swift,2023,23365,Electric,Automatic,1.5,171,1601000
Hyundai,Creta,2015,39526,Diesel,Manual,2.3,375,508000
Honda,CR-V,2024,94578,Diesel,Manual,3.2,191,701000
Maruti,Baleno,2010,87428,Petrol,Manual,1.7,387,300000
Audi,A6,2013,80483,Petrol,Manual,1.6,192,3365000
Hyundai,i20,2012,48199,Diesel,Manual,1.7,150,417000
Honda,City,2016,17087,CNG,Automatic,1.8,364,916000
Mercedes,C-Class,2017,145543,Petrol,Manual,2.3,339,3028000
BMW,5 Series,2019,142673,Petrol,Automatic,2.1,367,3723000
Hyundai,Creta,2023,86025,Electric,Manual,3.4,245,878000
Honda,Accord,2016,36009,Petrol,Manual,2.3,137,846000
BMW,X1,2019,52256,Diesel,Automatic,2.2,197,9465000
Maruti,Brezza,2012,57303,Petrol,Automatic,2.4,278,300000
Hyundai,Creta,2024,70638,Petrol,Automatic,2.8,344,970000
Audi,Q5,2010,36056,Diesel,Automatic,3.4,336,4550000
Ford,EcoSport,2011,46899,Petrol,Automatic,3.5,170,492000
Maruti,Swift,2015,93061,Petrol,Automatic,3.5,337,300000
Ford,Endeavour,2016,116786,Electric,Automatic,2.9,270,531000
Mahindra,Thar,2011,54281,Diesel,Automatic,2.6,203,461000
Honda,City,2021,124375,Diesel,Automatic,3.9,419,547000
Audi,Q5,2010,73769,Diesel,Automatic,2.0,332,2875000
Mercedes,GLC,2011,113837,Petrol,Manual,3.6,317,2012000
Tata,Nexon,2019,108057,Petrol,Manual,1.9,281,300000
Tata,Safari,2022,143789,Petrol,Manual,1.2,152,300000
Mahindra,Scorpio,2010,121749,Petrol,Manual,1.9,239,300000
BMW,5 Series,2015,76366,CNG,Automatic,3.9,246,3987000
BMW,X5,2020,44612,Diesel,Automatic,3.3,280,10781000
Ford,Endeavour,2020,13696,Electric,Manual,2.1,246,1706000
Maruti,Baleno,2021,30328,Electric,Automatic,1.5,230,1049000
Ford,EcoSport,2022,100094,Diesel,Manual,2.6,407,479000
Toyota,Corolla,2011,36326,Diesel,Automatic,1.0,266,752000
BMW,X1,2018,148677,Diesel,Manual,2.2,225,2216000
Hyundai,Verna,2024,63102,Petrol,Manual,3.8,290,682000
Audi,Q3,2014,147377,Petrol,Automatic,3.3,331,2450000
Maruti,Ertiga,2022,82981,Petrol,Manual,2.4,147,367000
Mercedes,C-Class,2012,59795,Electric,Automatic,1.3,174,7415000
Audi,A4,2022,48490,CNG,Manual,1.7,143,7360000
Mercedes,GLC,2019,60295,Petrol,Manual,2.4,420,6329000
Mercedes,C-Class,2024,11920,Petrol,Manual,3.3,378,13186000
Maruti,Swift,2012,32879,Petrol,Automatic,3.4,314,443000
Mahindra,Thar,2021,30236,Diesel,Manual,3.3,225,841000
BMW,X1,2012,118388,Petrol,Manual,2.5,213,2202000
Toyota,Fortuner,2011,115210,Diesel,Automatic,3.1,224,300000
Tata,Harrier,2012,26486,Petrol,Automatic,3.2,303,484000
Ford,Endeavour,2019,147098,Diesel,Manual,4.0,333,300000
Mahindra,XUV700,2020,135877,Diesel,Automatic,1.3,83,367000
BMW,3 Series,2013,25090,Petrol,Automatic,1.4,407,8293000
Mahindra,Thar,2015,86890,Petrol,Automatic,1.4,299,524000
Tata,Harrier,2017,37762,Petrol,Manual,2.5,313,543000
Maruti,Baleno,2024,130071,Diesel,Manual,1.7,248,300000
Audi,Q5,2010,125951,Diesel,Manual,2.0,406,1447000
Mercedes,C-Class,2019,42323,Petrol,Manual,1.7,422,7590000
Ford,EcoSport,2024,20798,Diesel,Manual,1.6,411,1134000
Maruti,Swift,2023,101517,Diesel,Automatic,2.2,356,403000
BMW,X5,2019,36341,Petrol,Automatic,3.5,90,10586000
Ford,Figo,2015,60653,Diesel,Manual,1.6,305,483000
Mercedes,C-Class,2013,94613,Diesel,Automatic,2.7,430,4081000
Mahindra,XUV300,2010,94769,Electric,Automatic,3.1,423,413000
Toyota,Camry,2024,98512,Electric,Automatic,3.1,390,1421000
Tata,Tiago,2014,24658,Electric,Automatic,1.4,276,1137000
BMW,3 Series,2013,68827,Petrol,Manual,2.3,377,4567000
Tata,Harrier,2011,20704,Petrol,Automatic,2.3,243,505000
Audi,A6,2010,68642,Diesel,Automatic,3.4,126,3750000
Tata,Tiago,2019,108983,Diesel,Manual,2.1,339,320000
Mahindra,XUV300,2023,90739,Petrol,Automatic,1.3,218,751000
Audi,Q3,2021,105491,Petrol,Automatic,3.2,105,5362000
Toyota,Fortuner,2021,57660,Petrol,Manual,2.0,133,882000
Mahindra,Thar,2022,88375,CNG,Manual,1.7,161,413000
Tata,Safari,2024,66788,Diesel,Manual,1.2,413,636000
BMW,X1,2023,77690,Petrol,Automatic,1.7,174,8413000
Tata,Nexon,2021,73566,Petrol,Manual,2.0,226,447000
BMW,X5,2013,20487,CNG,Manual,2.1,428,5536000
Hyundai,Creta,2021,32979,Petrol,Automatic,3.1,179,1123000
Mahindra,Thar,2022,36455,Diesel,Manual,1.8,398,976000
Toyota,Corolla,2018,94377,Petrol,Automatic,1.5,96,715000
Hyundai,Verna,2013,13155,Petrol,Manual,1.2,410,566000
Ford,Endeavour,2011,82404,Petrol,Manual,1.6,308,300000
Maruti,Ertiga,2023,79683,Petrol,Automatic,2.1,100,477000
Hyundai,Venue,2016,63902,Diesel,Manual,3.2,325,542000
Hyundai,Creta,2022,41485,Petrol,Automatic,2.7,378,940000
Ford,Endeavour,2014,46362,Petrol,Manual,1.9,294,464000
Tata,Harrier,2016,10785,Diesel,Manual,1.9,207,696000
Mahindra,Scorpio,2020,115741,Diesel,Automatic,3.7,153,451000
Mercedes,E-Class,2019,147713,Petrol,Automatic,3.0,149,3800000
Tata,Nexon,2011,86693,Diesel,Manual,3.4,102,300000
Honda,CR-V,2013,136004,Petrol,Automatic,1.6,359,300000
Maruti,Dzire,2020,67154,Petrol,Automatic,1.6,325,514000
Ford,Endeavour,2024,139611,Petrol,Automatic,2.5,223,364000
Mercedes,C-Class,2010,113137,Electric,Manual,1.3,411,2872000
Toyota,Innova,2020,59025,Petrol,Manual,3.8,354,951000
Audi,Q3,2024,111333,Diesel,Manual,1.1,315,4725000
Maruti,Dzire,2024,23115,CNG,Automatic,3.1,307,701000
Hyundai,Verna,2017,89747,Petrol,Automatic,3.8,89,418000
Tata,Nexon,2015,40607,Petrol,Automatic,3.9,311,661000
Honda,CR-V,2021,13706,Diesel,Automatic,2.9,186,1691000
Maruti,Swift,2015,15109,Petrol,Automatic,2.1,261,689000
Hyundai,i20,2023,17374,Diesel,Manual,2.2,177,949000
BMW,3 Series,2013,57952,Diesel,Automatic,2.2,425,5395000
Tata,Nexon,2023,144123,Petrol,Manual,3.3,211,300000
Tata,Nexon,2010,116442,Electric,Manual,2.2,312,300000
Audi,A6,2016,16027,Petrol,Manual,3.7,359,8282000
Maruti,Baleno,2011,81810,Petrol,Automatic,3.1,171,300000
Hyundai,i20,2016,92567,Diesel,Automatic,2.4,387,385000
Maruti,Ertiga,2024,12897,Petrol,Manual,3.0,329,851000
Honda,Swift,2015,81131,Diesel,Manual,1.7,304,462000
Audi,A4,2013,24414,Petrol,Automatic,1.5,235,8085000
Ford,EcoSport,2014,43202,Petrol,Manual,2.8,182,507000
Hyundai,i20,2023,107210,Diesel,Manual,1.6,406,390000
Ford,EcoSport,2021,141290,Petrol,Manual,1.2,279,300000
Hyundai,Creta,2016,11942,CNG,Automatic,3.4,149,928000
Hyundai,Venue,2013,57592,Diesel,Manual,2.4,373,453000
Tata,Nexon,2020,18549,Petrol,Automatic,1.4,129,860000
BMW,3 Series,2019,107462,Petrol,Manual,3.6,363,4217000
Mahindra,Scorpio,2021,81772,Petrol,Manual,3.6,301,500000
Mahindra,Thar,2013,124176,Petrol,Automatic,3.8,443,307000
Audi,A4,2010,96597,Diesel,Manual,1.9,331,2245000
Mercedes,GLC,2013,50856,CNG,Manual,1.1,312,4674000
Mahindra,Thar,2010,31074,Petrol,Automatic,1.7,221,576000
Audi,A6,2016,26041,Petrol,Manual,2.1,138,6377000
Audi,A4,2015,29003,CNG,Manual,1.3,292,5690000
Maruti,Brezza,2018,138291,Petrol,Automatic,3.5,162,300000
Ford,EcoSport,2015,24837,Petrol,Manual,3.5,321,702000
Honda,Accord,2023,25297,Petrol,Manual,3.6,131,1223000
Mahindra,XUV700,2020,116775,Electric,Automatic,1.0,377,821000
Maruti,Dzire,2021,86069,Petrol,Automatic,4.0,423,466000
BMW,5 Series,2021,146238,Petrol,Automatic,2.5,273,3348000
Tata,Safari,2010,148265,CNG,Automatic,1.7,397,300000
Mercedes,C-Class,2021,42811,Petrol,Manual,1.1,394,8875000
BMW,5 Series,2012,58937,Diesel,Automatic,3.9,427,5351000
Toyota,Camry,2012,108373,Diesel,Automatic,1.3,295,338000
Mahindra,XUV700,2018,128665,Diesel,Manual,1.9,326,300000
Mercedes,C-Class,2013,25095,Petrol,Manual,1.7,136,7358000
Ford,EcoSport,2021,76270,Petrol,Automatic,2.7,173,695000
BMW,X1,2016,93779,Petrol,Manual,3.1,183,4395000
BMW,5 Series,2015,102272,Petrol,Automatic,3.3,214,4268000
Maruti,Baleno,2013,35524,Electric,Manual,1.7,190,557000
Maruti,Ertiga,2010,43436,Electric,Manual,2.2,204,345000
Maruti,Baleno,2017,110185,Petrol,Automatic,3.4,330,304000
Tata,Harrier,2021,101196,Petrol,Automatic,2.7,335,446000
BMW,X1,2023,34789,Diesel,Automatic,2.9,290,11399000
Audi,A6,2013,69453,Diesel,Manual,1.5,399,3783000
Toyota,Innova,2022,18310,CNG,Manual,2.7,97,1195000
Mahindra,Scorpio,2012,44421,Electric,Manual,2.7,287,710000
Ford,EcoSport,2019,116534,CNG,Manual,1.3,354,300000
Tata,Tiago,2020,71651,Petrol,Manual,2.4,213,458000
Audi,Q5,2016,52129,Petrol,Automatic,2.8,235,7893000
Mahindra,Thar,2012,77325,Petrol,Manual,1.3,267,365000
Tata,Nexon,2016,24469,Diesel,Automatic,1.0,118,681000
Ford,Figo,2016,81602,Diesel,Automatic,3.6,262,415000
BMW,5 Series,2022,123462,Petrol,Manual,1.9,362,4360000
BMW,X1,2022,134541,Petrol,Manual,2.2,269,3226000
Maruti,Baleno,2023,92567,Electric,Manual,1.1,215,553000
BMW,5 Series,2016,112978,Petrol,Automatic,4.0,137,3503000
Ford,Endeavour,2010,101931,Diesel,Automatic,3.1,201,300000
Audi,A4,2014,128237,Electric,Automatic,1.4,357,4000000
Mercedes,GLC,2011,69056,Diesel,Automatic,1.8,359,4405000
Maruti,Baleno,2023,15508,Diesel,Automatic,1.4,162,1005000
Ford,Endeavour,2024,116246,Diesel,Automatic,3.0,141,451000
Mercedes,C-Class,2020,49454,CNG,Manual,2.5,178,6450000
Maruti,Brezza,2024,141027,Petrol,Manual,3.9,341,300000
Honda,Swift,2017,44822,Petrol,Manual,3.3,109,806000
Tata,Nexon,2018,15357,Petrol,Automatic,1.8,286,861000
BMW,X1,2016,29476,Petrol,Manual,1.6,402,6306000
Hyundai,i20,2022,119941,Petrol,Manual,2.3,169,405000
Toyota,Camry,2013,24992,Diesel,Automatic,3.2,192,820000
Maruti,Brezza,2021,146188,CNG,Automatic,1.4,82,300000
Toyota,Corolla,2022,107222,Electric,Manual,2.7,141,967000
BMW,X1,2017,53422,Diesel,Automatic,2.4,271,8891000
Mahindra,XUV300,2011,144338,Petrol,Automatic,1.5,428,300000
Hyundai,Verna,2023,78070,Petrol,Automatic,2.4,331,826000
Toyota,Innova,2023,11555,Petrol,Automatic,3.8,368,1817000
Tata,Nexon,2011,138877,Diesel,Manual,3.1,282,300000
Hyundai,Verna,2015,111694,CNG,Manual,2.6,371,300000
BMW,X5,2021,141324,CNG,Automatic,1.0,294,3457000
Hyundai,i20,2013,35006,Diesel,Automatic,2.1,219,640000
BMW,3 Series,2010,134668,Diesel,Automatic,2.2,110,1701000
Tata,Harrier,2020,46054,Petrol,Manual,1.6,324,593000
Honda,Civic,2011,126648,Diesel,Automatic,3.8,373,300000
Mercedes,C-Class,2023,132863,Diesel,Manual,1.8,215,4602000
Ford,Endeavour,2018,37108,Petrol,Manual,4.0,222,667000
Tata,Tiago,2016,95440,Diesel,Automatic,2.5,449,308000
Maruti,Dzire,2018,109242,Electric,Manual,1.2,440,323000
Toyota,Camry,2010,13177,Petrol,Automatic,3.7,275,682000
Ford,EcoSport,2016,105120,Petrol,Manual,1.8,115,300000
Toyota,Fortuner,2020,131502,Petrol,Manual,2.6,309,405000
Toyota,Innova,2014,121873,Diesel,Automatic,2.0,309,329000
Tata,Nexon,2019,66615,Electric,Manual,2.9,289,745000
Honda,City,2021,136023,CNG,Automatic,1.2,408,373000
Hyundai,Creta,2024,29314,Petrol,Automatic,3.8,265,1297000
Tata,Safari,2023,94213,Petrol,Automatic,3.1,445,497000
Maruti,Brezza,2018,34365,Petrol,Automatic,2.8,370,585000
Maruti,Dzire,2012,126833,Petrol,Manual,3.3,308,300000
Toyota,Innova,2021,76036,Diesel,Automatic,3.1,270,981000
Toyota,Camry,2013,144366,Electric,Automatic,3.5,231,513000
Maruti,Swift,2018,13706,Electric,Manual,2.8,140,1028000
Audi,Q3,2017,131770,Petrol,Automatic,1.5,387,3281000
Maruti,Brezza,2020,140393,CNG,Automatic,1.3,237,300000
Toyota,Camry,2015,101025,Petrol,Automatic,3.6,235,470000
BMW,3 Series,2022,64851,CNG,Automatic,3.1,211,8440000
Audi,A6,2021,101529,Diesel,Manual,4.0,425,4322000
Hyundai,Venue,2020,51522,Diesel,Manual,2.1,274,618000
Mercedes,C-Class,2017,85085,Diesel,Manual,2.1,368,4702000
Audi,A6,2018,53967,Diesel,Automatic,1.3,417,7876000
Hyundai,Verna,2018,143414,CNG,Manual,1.7,255,300000
Hyundai,Creta,2023,143611,Petrol,Automatic,2.9,404,346000
Honda,Accord,2019,102955,Petrol,Automatic,1.2,254,649000
Ford,Figo,2024,110573,Electric,Automatic,2.2,125,809000
Mahindra,XUV300,2017,47230,Diesel,Automatic,3.3,226,899000
Mercedes,S-Class,2024,113213,Diesel,Automatic,3.0,82,7080000
BMW,5 Series,2016,31275,Petrol,Manual,2.8,399,6210000
Mahindra,XUV700,2017,23997,Diesel,Manual,1.4,102,873000
Hyundai,Venue,2020,16715,Petrol,Manual,2.0,309,1095000
Mercedes,C-Class,2010,132494,Diesel,Manual,1.6,343,1901000
Tata,Safari,2023,96553,CNG,Automatic,3.5,280,487000
Mahindra,Scorpio,2017,11467,Petrol,Manual,3.4,449,899000
Hyundai,Venue,2010,60723,Petrol,Manual,2.8,191,300000
Ford,EcoSport,2024,52415,Petrol,Automatic,3.0,223,963000
Mercedes,C-Class,2015,52478,Petrol,Manual,1.6,363,5265000
Tata,Safari,2024,76323,CNG,Manual,1.3,81,417000
Ford,EcoSport,2014,67899,Petrol,Automatic,3.7,172,409000
Audi,Q5,2010,104188,Petrol,Automatic,2.8,362,2404000
Mercedes,C-Class,2012,18475,Petrol,Manual,3.3,128,5828000
Tata,Nexon,2016,110510,Petrol,Manual,2.5,307,300000
Honda,Civic,2012,95849,Diesel,Automatic,1.3,88,367000
Audi,Q3,2010,70916,Petrol,Manual,3.0,373,2810000
Ford,Endeavour,2010,137843,Diesel,Automatic,3.4,211,300000
Tata,Safari,2013,45507,Petrol,Automatic,2.4,291,456000
Ford,Figo,2013,111764,Diesel,Manual,2.2,220,300000
Mahindra,XUV300,2022,40505,Diesel,Automatic,1.1,87,1242000
Maruti,Swift,2022,73968,Petrol,Automatic,2.5,205,472000
Maruti,Brezza,2023,148166,CNG,Automatic,3.3,391,300000
Tata,Nexon,2020,128747,Diesel,Manual,2.2,95,300000
Mahindra,XUV300,2023,145664,Petrol,Manual,2.8,80,300000
Maruti,Swift,2021,12039,CNG,Automatic,1.7,268,805000
Ford,Endeavour,2023,82628,Petrol,Automatic,3.9,337,730000
BMW,5 Series,2013,55209,Diesel,Automatic,1.3,142,6216000
Tata,Safari,2024,55332,Diesel,Automatic,2.8,226,843000
Toyota,Swift,2022,61020,Diesel,Automatic,2.3,98,1157000
Tata,Tiago,2020,67125,Petrol,Manual,2.6,385,413000
Audi,Q3,2023,149764,Diesel,Automatic,4.0,287,3945000
Maruti,Swift,2023,141855,Diesel,Automatic,3.7,188,300000
Audi,A6,2014,15318,Diesel,Automatic,1.5,187,8888000
Tata,Tiago,2012,144006,Diesel,Manual,3.6,407,300000
Ford,Figo,2010,16115,Petrol,Automatic,1.8,101,541000
Audi,Q5,2020,131535,Petrol,Automatic,2.8,405,3537000
Honda,Swift,2013,18143,CNG,Automatic,3.7,319,703000
Ford,EcoSport,2016,10553,Petrol,Manual,1.1,284,714000
Mahindra,XUV300,2020,12693,Petrol,Automatic,1.6,222,1327000
Mercedes,S-Class,2024,108104,Petrol,Automatic,3.0,180,6282000
Mercedes,C-Class,2012,18267,CNG,Automatic,1.2,355,7777000
Hyundai,Creta,2024,71807,Petrol,Automatic,2.9,419,785000
Maruti,Baleno,2018,33130,Petrol,Automatic,2.5,365,676000
BMW,3 Series,2012,115528,Petrol,Automatic,2.0,321,2716000
Hyundai,Creta,2010,53210,Diesel,Automatic,3.5,422,440000
Audi,A6,2011,84299,Petrol,Manual,1.7,115,2880000
BMW,3 Series,2024,148279,Petrol,Manual,3.3,432,3267000
Hyundai,Verna,2014,13460,CNG,Automatic,3.9,156,688000
Honda,Swift,2016,84789,CNG,Manual,3.2,206,416000
BMW,3 Series,2013,142454,Petrol,Automatic,1.7,85,2511000
Hyundai,Creta,2017,70972,Diesel,Automatic,3.9,136,612000
Ford,EcoSport,2024,88855,Petrol,Automatic,1.5,298,613000
Hyundai,Venue,2015,52146,Diesel,Manual,1.7,285,467000
Audi,Q3,2013,10877,Petrol,Manual,2.7,199,7310000
Maruti,Dzire,2020,123140,Petrol,Manual,1.4,199,300000
Ford,Figo,2013,149571,CNG,Manual,1.5,81,300000
Mercedes,E-Class,2023,102798,Petrol,Automatic,3.7,304,7658000
Tata,Tiago,2010,115634,Petrol,Automatic,1.9,105,300000
Hyundai,Verna,2021,28161,Petrol,Automatic,1.8,174,966000
Maruti,Baleno,2021,60087,Diesel,Manual,2.9,179,441000
Toyota,Camry,2012,34053,Diesel,Manual,3.1,354,533000
Audi,Q5,2015,116327,CNG,Manual,3.0,397,2501000
Tata,Harrier,2011,88735,Diesel,Automatic,1.1,204,300000
Maruti,Brezza,2010,54047,Electric,Automatic,2.6,359,361000
Honda,CR-V,2012,145997,Diesel,Automatic,2.3,186,300000
Mercedes,S-Class,2014,22185,Diesel,Manual,3.6,116,8228000
Tata,Nexon,2019,61013,Petrol,Automatic,2.8,426,604000
Tata,Harrier,2011,77105,Petrol,Manual,3.7,386,300000
Mahindra,Thar,2022,32463,Petrol,Manual,3.9,116,1004000
Honda,Accord,2016,98385,Petrol,Manual,1.6,89,409000
Maruti,Swift,2011,10372,CNG,Manual,2.6,207,346000
Mahindra,XUV300,2024,86974,Diesel,Automatic,2.4,268,808000
Honda,Swift,2011,103668,Diesel,Automatic,1.4,345,360000
Mercedes,C-Class,2012,77229,Diesel,Manual,2.6,311,3156000
Ford,Figo,2020,48907,Diesel,Manual,1.7,205,618000
Toyota,Fortuner,2010,50564,Diesel,Manual,3.6,220,426000
Mahindra,XUV700,2018,113964,Diesel,Manual,1.2,294,351000
Mahindra,XUV300,2014,119264,CNG,Manual,3.6,85,300000
Mahindra,Scorpio,2021,29733,Petrol,Automatic,2.4,357,1173000
Hyundai,Venue,2014,68546,Electric,Automatic,2.3,396,895000
Audi,Q5,2021,55248,Diesel,Automatic,1.2,380,8377000
Ford,EcoSport,2020,141110,Electric,Manual,1.0,251,474000
Honda,Swift,2012,58949,Diesel,Automatic,1.2,252,500000
Hyundai,Creta,2022,119809,Electric,Automatic,1.4,447,698000
Hyundai,Creta,2022,55384,Diesel,Automatic,2.3,185,973000
Mahindra,Scorpio,2018,111973,Electric,Automatic,2.7,142,792000
Audi,A4,2010,22953,Petrol,Automatic,2.2,429,5796000
BMW,X5,2011,80086,Petrol,Automatic,1.2,100,3605000
Maruti,Brezza,2011,90094,Diesel,Automatic,1.7,367,300000
Honda,City,2018,82113,CNG,Manual,2.0,331,442000
Toyota,Corolla,2024,71049,CNG,Manual,1.6,141,659000
Audi,Q3,2018,19747,Diesel,Manual,1.8,210,8685000
Ford,Figo,2014,78163,Petrol,Manual,2.4,276,300000
Tata,Tiago,2024,136854,Petrol,Automatic,3.7,264,345000
BMW,5 Series,2022,73295,CNG,Manual,2.3,176,6386000
BMW,X1,2016,95305,Diesel,Manual,3.3,196,4069000
Mahindra,Thar,2019,14014,Petrol,Automatic,2.1,140,1340000
Tata,Safari,2019,35276,Petrol,Manual,2.2,169,568000
BMW,5 Series,2021,47603,Petrol,Automatic,2.7,201,11160000
BMW,X1,2014,62068,Diesel,Automatic,3.6,93,5397000
Mahindra,Scorpio,2020,79962,Petrol,Automatic,1.6,218,602000
Mercedes,E-Class,2018,45584,Diesel,Automatic,2.8,139,9755000
Honda,Accord,2013,22023,Diesel,Automatic,1.4,273,842000
Tata,Tiago,2020,62495,Petrol,Automatic,2.9,388,639000
Hyundai,i20,2013,103399,Petrol,Manual,2.0,95,300000
Tata,Tiago,2014,19225,Petrol,Automatic,1.6,142,663000
Ford,Figo,2012,30392,Petrol,Manual,3.7,333,478000
Audi,A4,2017,112868,Diesel,Automatic,1.6,152,3913000
Maruti,Ertiga,2015,37578,Petrol,Manual,3.5,402,405000
Audi,A6,2017,27871,Diesel,Manual,2.0,430,6458000
Toyota,Fortuner,2013,16984,Diesel,Manual,2.3,83,805000
Mercedes,S-Class,2021,105350,Petrol,Manual,1.6,189,5034000
Audi,A6,2014,129421,Petrol,Manual,1.7,449,1950000
BMW,3 Series,2017,84894,Petrol,Manual,3.4,183,4175000
Ford,Figo,2011,88345,Diesel,Automatic,2.9,402,300000
Honda,City,2010,14960,Diesel,Manual,3.4,393,645000
Toyota,Innova,2017,145303,CNG,Automatic,1.9,156,340000
BMW,3 Series,2013,59725,CNG,Automatic,3.7,369,5233000
Maruti,Baleno,2014,48457,Petrol,Manual,2.1,115,341000
Honda,Civic,2022,25960,Diesel,Manual,4.0,239,1230000
Hyundai,Venue,2017,16069,Petrol,Automatic,2.1,434,971000
Maruti,Ertiga,2010,108861,Diesel,Automatic,3.1,273,300000
Tata,Tiago,2018,70854,Diesel,Manual,1.6,190,477000
Ford,EcoSport,2020,27568,Diesel,Automatic,2.6,284,906000
Maruti,Baleno,2023,112874,CNG,Manual,2.3,430,300000
Toyota,Fortuner,2012,77078,Petrol,Manual,3.4,408,401000
Honda,Accord,2015,132285,Diesel,Manual,3.0,159,303000
Hyundai,Venue,2013,117102,Petrol,Manual,2.3,389,300000
Mercedes,E-Class,2016,29734,Petrol,Automatic,3.9,237,11337000
Maruti,Swift,2017,77310,Petrol,Manual,1.7,407,300000
Mercedes,C-Class,2024,122039,Petrol,Automatic,1.5,118,6558000
Toyota,Camry,2012,137776,Petrol,Manual,2.5,190,300000
Audi,A6,2011,72382,Diesel,Manual,2.5,81,3403000
Tata,Tiago,2010,13243,Diesel,Automatic,1.8,114,508000
Audi,Q3,2023,11258,Petrol,Manual,3.8,195,11978000
Tata,Nexon,2013,117148,Diesel,Automatic,3.8,192,300000
Hyundai,Creta,2014,124462,Diesel,Manual,3.4,274,300000
Tata,Nexon,2013,126331,Electric,Manual,3.8,198,300000
Mercedes,E-Class,2018,73044,Petrol,Manual,2.0,153,6086000
Mahindra,Scorpio,2011,36198,Petrol,Automatic,1.1,223,612000
Tata,Harrier,2015,135182,Petrol,Automatic,1.4,145,300000
Mahindra,XUV700,2022,36187,Petrol,Manual,1.3,363,1013000
Tata,Nexon,2014,125400,Diesel,Manual,1.2,265,300000
Tata,Tiago,2011,20461,Diesel,Automatic,1.9,259,487000
Toyota,Corolla,2021,114835,CNG,Manual,2.3,384,384000
Hyundai,i20,2012,105781,Diesel,Automatic,2.7,213,300000
Honda,Civic,2017,116397,Diesel,Automatic,2.8,280,414000
Toyota,Swift,2016,88737,Petrol,Automatic,2.8,251,580000
Ford,EcoSport,2017,74004,Petrol,Manual,2.6,120,450000
Hyundai,Verna,2017,144553,Petrol,Automatic,2.7,276,300000
Mahindra,XUV300,2023,76953,Diesel,Automatic,2.9,449,775000
Toyota,Innova,2013,125095,Diesel,Automatic,2.9,96,339000
Maruti,Baleno,2010,83080,CNG,Automatic,4.0,124,300000
Mercedes,C-Class,2011,110957,CNG,Manual,3.9,263,2121000
Ford,Figo,2024,83226,Petrol,Automatic,3.2,381,685000
Maruti,Baleno,2010,15505,Petrol,Automatic,2.6,232,367000
Honda,Swift,2020,111911,Diesel,Manual,1.9,193,425000
Hyundai,i20,2019,94872,Diesel,Manual,1.4,345,428000
Ford,EcoSport,2018,92168,Petrol,Automatic,1.1,340,435000
Hyundai,Creta,2013,71980,Petrol,Automatic,1.3,344,495000
Hyundai,Venue,2018,115646,Diesel,Automatic,3.2,426,354000
